title,id,price,condition,availability,channel,feed label,language,all clicks,brand,description,gtin,image link,link,rating average,rating count,shipping(country),shipping weight,update type
"Fire Extinguisher Cover (Window) for 2.5 to 5lb Extinguisher (16"" x 11"")",e-fec-5-1038,38.55 CAD,new,in stock,Online,CA,en,0,Tesla Fire Systems,"Protect your fire extinguisher with this durable vinyl cover, designed to fit 2.5lb to 5lb extinguishers. The clear viewing window lets you easily check the charge status without removing the cover.",,https://teslafiresystems.com/wp-content/uploads/2025/02/Fire-Extinguisher-Cover-Window-for-2.5-to-5lb-Extinguisher-16-x-11.jpg,https://teslafiresystems.com/product/fire-extinguisher-cover-window-for-2-5-to-5lb-extinguisher/,,,CA,3 lb,merge
Kidde DETECT - 120V Photoelectric Smoke + Carbon Monoxide Alarm w/AA Backup Battery (30CUAR-VCA) - Batteries Included,21032773,63.99 CAD,new,in stock,Online,CA,en,0,Kidde,This alarm offers cutting edge technology that sends fast alerts to give your family more time to get out safely and enhanced sensing technology reduces false alarms often caused by cooking.,47871327737,https://teslafiresystems.com/wp-content/uploads/2025/02/kidde-DETECT-120V-Smoke-CO-AA-1.jpg,https://teslafiresystems.com/product/kidde-detect-120v-photoelectric-smoke-carbon-monoxide-alarm-w-aa-backup-battery-30cuar-vca-batteries-included/,,,CA,0.5 lb,
Brass Cap,343,52.80 CAD,new,in stock,Online,CA,en,0,,"The Brass Cap is a reliable, corrosion-resistant fitting used to seal or close pipes and fittings, ensuring a secure, leak-free connection in plumbing or fire protection systems.",,https://teslafiresystems.com/wp-content/uploads/2025/01/Brass-Cap.webp,https://teslafiresystems.com/product/brass-cap-2/,,,CA,2 lb,merge
No Decal Stainless Steel Fire Safety Plan Box,tfspb-ss-1-nd,495.00 CAD,new,in stock,Online,CA,en,2,Tesla Fire Systems,"Premium Stainless Steel Fire Safety Plan Box with lock and key — durable, professional, and designed for commercial, industrial, and multi-residential buildings.

  Why This Box Matters
Approved fire safety plans must be:


   readily available
   properly stored
   clearly identified
   accessible to fire officials

A dedicated stainless steel fire safety plan box helps protect your documentation from damage, tampering, and loss while maintaining a clean, professional, inspection-ready appearance.
Its stainless steel construction provides strong corrosion resistance and long-term durability, making it ideal for demanding installation areas such as mechanical rooms, parking garages, service corridors, and high-humidity environments.
Suitable across Canada for secure fire safety document storage",,https://teslafiresystems.com/wp-content/uploads/2026/03/Screenshot-2026-03-28-at-7.53.47-PM.png,https://teslafiresystems.com/product/decal-stainless-steel-fire-safety-plan-box/,,,CA,5 lb,merge
Mircom MH-S25RA - Sileanceable Mini Horn (Red),mh-s25ra,45.00 CAD,new,in stock,Online,CA,en,2,,"Mircom’s MH-25 Series mini horns are compact electronic alarm appliances that are ideal for alarm signaling in individual rooms, apartments, hotels and offices where attractive appearance and dependable performance are prime concerns.",,https://teslafiresystems.com/wp-content/uploads/2025/03/Mini-Horn-w-Silence-Red.jpg,https://teslafiresystems.com/product/mircom-mh-s25ra-sileanceable-mini-horn-red/,,,CA,1 lb,merge
6 Litre Fire Extinguisher - Amerex C260X Type K Wet Chemical,c260x,285.00 CAD,new,in stock,Online,CA,en,0,Amerex,"All Fire extinguishers come with a 6 Year Manufacturer's Warranty.
   Certification Tag is available and is an extra fee.

The Model C260 Wet Chemical extinguisher is the ultimate solution for restaurant kitchen fire safety. Specifically designed and UL-listed for Class K fires, it excels at tackling the challenges of modern cooking appliances and vegetable-based cooking oils. This extinguisher is highly effective in extinguishing oil, grease, and chemical fires.",850026795066,https://teslafiresystems.com/wp-content/uploads/2025/01/c260.png,https://teslafiresystems.com/product/6-litre-fire-extinguisher-amerex-c260-type-k-wet-chemical/,,,CA,16 lb,
Strike First SF680 I 10lb ABC I UL/ULC & USCG Approved I Multi-Purpose,sf680,79.95 CAD,new,in stock,Online,CA,en,0,Strike First,"All Fire extinguishers sold by Tesla Fire Systems, can be fully certified by our technicians.
   USCG Approved: U.S Coast Guard approved when installed with approved mounting bracket.
   Made in Canada with Canadian Materials.
   Ideal for Home Workshops, Commercial & Industrial
   Manufactured & tested to exceed ANSI/UL 299, 711 & CAN/ULC-S504, S508. Complies to NFPA 10 standard.",,https://teslafiresystems.com/wp-content/uploads/2025/01/30.-10lb-Fire-Extinguisher-Strike-First-680-ABC-Multi-Purpose.jpg,https://teslafiresystems.com/product/multi-purpose-strike-first-sf680-10lbs-ul-ulc-uscg-approved/,,,CA,17 lb,
Amerex Wall Bracket - 6L K Class,6l-k-275,10.00 CAD,new,in stock,Online,CA,en,1,,This Type K Fire Extinguisher Wall Bracket is designed for securely mounting water-filled fire extinguishers. It provides easy access and ensures the extinguisher is always within reach in case of a fire emergency.,,https://teslafiresystems.com/wp-content/uploads/2025/01/11.-Type-K-Fire-Extinguisher-Wall-Bracket.jpg,https://teslafiresystems.com/product/type-k-fire-extinguisher-wall-bracket/,,,CA,0.1 lb,
Kidde DETECT - Combination Smoke & Carbon Monoxide Alarm | Photoelectric Sensor | AA Battery Operated | 30CUDR-CA,21032771,58.00 CAD,new,in stock,Online,CA,en,0,Kidde,"This alarm offers a modern 5′′ design ideal for all living spaces. Cutting edge technology sends fast alerts that give your family more time to get out safely and enhanced sensing technology reduces false alarms often caused by cooking.


   2x AA Replaceable Batteries: Provides power even during short-term power outages for extra peace of mind.
   ALERTS YOU TO BOTH SMOKE & CARBON MONOXIDE (CO) BY VOICE & ALARM USING A SINGLE, COST EFFECTIVE DEVICE
   REDUCED NUISANCE ALARMS: Reduces false alarms often caused by cooking.
   SELF-TESTING: Internal components ensure alarm is always operating as expected.**
   SIMPLE INSTALLATION: Easy to install with the included twist-and-click mounting bracket.",47871327713,https://teslafiresystems.com/wp-content/uploads/2025/02/Kidde-Detect-Battery-Operated-Smoke-CO-AA-battery-operated-.jpg,https://teslafiresystems.com/product/kidde-detect-battery-operated-smoke-co-aa-battery-operated/,,,CA,0.5 lb,
Fire Extinguisher Cover (With Window) – Fits 10 to 20 lb Extinguishers Medium 25 x 16 1/2,efec20el,69.15 CAD,new,in stock,Online,CA,en,0,Tesla Fire Systems,"Protect your fire extinguisher from dust, moisture, and mildew with this durable, water-resistant cover. Designed for 10 to 20 lb extinguishers, its bright red color ensures high visibility, while the clear window allows quick checks of the charge status.",,https://teslafiresystems.com/wp-content/uploads/2025/02/20lb-FX-Cover-with-Window.png,https://teslafiresystems.com/product/fire-extinguisher-cover-with-window-fits-10-to-20-lb-extinguishers-medium-25-x-16-1-2/,,,CA,1 lb,merge
"Safe Signal WFD40N 4"" waterflow detector",wfd40n,250.00 CAD,new,in stock,Online,CA,en,0,,"The Safe Signal WFD40N 4"" Waterflow Detector ensures reliable flow monitoring for fire sprinkler systems.",,https://teslafiresystems.com/wp-content/uploads/2025/02/System-Sensor-Honeywell-WFD25N-2.5-Waterflow-Detector.jpg,https://teslafiresystems.com/product/system-sensor-wfd40n-4-waterflow-detector/,,,CA,2 lb,
System Sensor 5601A Heat Detector Fixed Temperature & Rate Of Rise,5601a, 24.35 CAD,new,in stock,Online,CA,en,0,,"The System Sensor 5601A Heat Detector is a low-profile mechanical heat detector designed for property protection and non-life-safety fire alarm applications where smoke detectors may not be suitable.
Ideal for:


Utility Rooms




Mechanical Rooms




Garages




Warehouses




Industrial Areas




Residential Installations




Areas Unsuitable for Smoke Detection (Kitchens, Bathrooms, Laundry Room,




Key Features & Benefits:


135°F (57°C) Fixed Temperature Activation




Rate-of-Rise Detection (15°F per minute)




Restorable Rate-of-Rise Element for Field Testing




Low-Profile Residential Style Housing




Compatible with Multiple Electrical Back Boxes




Reversible Mounting Bracket




Easy-to-Use Terminal Screws




External Alarm Indicator Collector




ULC Listed for Fire Protective Signaling Systems




Ideal for Residential, Commercial & Industrial Applications",783863024450,https://teslafiresystems.com/wp-content/uploads/2025/01/88.-Mircom-Heat-Detector-Fixed-Temperature-Rate-Of-Rise.jpg,https://teslafiresystems.com/product/mircom-heat-detector-fixed-temperature-rate-of-rise/,,,CA,0.5 lb,
Stainless Steel Fire Safety Plan Box,tfspb-ss,495.00 CAD,new,in stock,Online,CA,en,0,Tesla Fire Systems,"Premium stainless steel Fire Safety Plan cabinet with lock and key. Durable, professional, and code-ready for commercial, industrial, and multi-residential buildings.
  Why This Cabinet Matters
Fire Codes require that approved Fire Safety Plans be:


   Readily available
   Properly stored
   Clearly identified
   Accessible to fire officials

A dedicated stainless steel cabinet ensures your documentation is protected from damage, tampering, or loss — while maintaining a professional, inspection-ready appearance.",,https://teslafiresystems.com/wp-content/uploads/2026/01/ss_tb_.png,https://teslafiresystems.com/product/stainless-steel-fire-safety-plan-box/,,,CA,6 lb,
5lb Fire Extinguisher - Amerex B500 ABC Multi-Purpose (3 Pack),b500x3,220.00 CAD,new,in stock,Online,CA,en,13,Amerex,"All Fire extinguishers come with a 6 Year Manufacturer's Warranty.
   Certification Tag is available and is an extra fee.

Ensure comprehensive fire safety with the Amerex B500 5lb ABC Dry Chemical Fire Extinguisher bundle.",850026795523,https://teslafiresystems.com/wp-content/uploads/2025/02/Amerex-B500-5lb-ABC-Dry-Chemical-Class-A-B-C-Fire-Extinguisher-3-Pack.jpg,https://teslafiresystems.com/product/amerex-b500-5lb-abc-dry-chemical-class-a-b-c-fire-extinguisher-3-pack/,,,CA,30 lb,merge
Amerex Vehicle Bracket - 2.5lb ABC (817),2_5-817-283,15.00 CAD,new,in stock,Online,CA,en,0,Amerex,"The Amerex 817 2.5lb Fire Extinguisher Vehicle Bracket is designed to securely hold a 2.5lb fire extinguisher in vehicles, ensuring it remains in place during travel. This durable bracket provides easy access to the extinguisher in case of an emergency.",,https://teslafiresystems.com/wp-content/uploads/2025/01/18.-2.5lb-Fire-Extinguisher-Vehicle-Bracket-Amerex-817.jpg,https://teslafiresystems.com/product/2-5lb-fire-extinguisher-vehicle-bracket-amerex-817/,,,CA,0.1 lb,
Strike First SRFE2A | 2lb ABC | UL/ULC Approved I Residential,srfe2a,37.00 CAD,new,in stock,Online,CA,en,0,Strike First,"All Fire extinguishers sold by Tesla Fire Systems, can be fully certified by our technicians.
   Made in Canada with Canadian Materials.
   Ideal for Residential use
   Manufactured & tested to exceed ANSI/UL 299, 711 & CAN/ULC-S504, S508. Complies to NFPA 10 standard.",,https://teslafiresystems.com/wp-content/uploads/2025/05/2lb-SF-with-Vehicle-Bracket-side-by-side-1-scaled-e1746375268767.png,https://teslafiresystems.com/product/strike-first-srfe2a-2lbs-ul-ulc-approved-residential/,,,CA,3.40 lb,
2.5lb Universal Quick Release Vehicle Bracket,ubrk-1052,33.99 CAD,new,in stock,Online,CA,en,0,Tesla Fire Systems,Secure your 2.5lb fire extinguisher safely in your vehicle with this durable spring clip bracket. Designed for easy installation and quick access in emergencies.,,https://teslafiresystems.com/wp-content/uploads/2025/02/2.5lb-Fire-Extinguisher-Spring-Clip-Vehicle-Bracket.jpg,https://teslafiresystems.com/product/2-5lb-fire-extinguisher-spring-clip-vehicle-bracket/,,,CA,0.5 lb,
Fire Alarm Control Panel Battery – 12V7AH,12v7ah-1735,45.00 CAD,new,in stock,Online,CA,en,0,,Fire Alarm Control Panel Battery – 12V7AH,,https://teslafiresystems.com/wp-content/uploads/2025/06/12V7AH-Battery.png,https://teslafiresystems.com/product/fire-alarm-control-panel-battery-12v7ah/,,,CA,5 lb,
Vinyl Cover for 75' Fire Hose - Assembled on a Swing Rack,t-erhc75,49.00 CAD,new,in stock,Online,CA,en,0,Tesla Fire Systems,"Protect your fire hose with this durable vinyl cover, designed for fire hoses assembled on a swing pin racks.

Key Features:

   Durable Protection: Made from high-quality vinyl to shield fire hoses from dust and damage.
   Clear Safety Messaging: Bold stenciled text on both sides for maximum visibility.
   Easy Access: Automotive grade 3M velcro fastener for quick and secure opening and closing.
   Fits Perfectly: Designed to fit 100' Fire Hose Assembled on a Swing Pin Rack
   Compliance & Safety: Ensures hoses are accessible yet protected & visible, meeting safety standards.",990312860402,https://teslafiresystems.com/wp-content/uploads/2025/02/Vinyl-Cover-for-100-ft-Pin-Rack-English.jpg,https://teslafiresystems.com/product/1031/,,,CA,5 lb,merge
Amerex Wall Bracket - 10lb ABC,00456-p-1050,10.00 CAD,new,in stock,Online,CA,en,0,Amerex,Securely mount your fire extinguisher with this universal wall hook designed for 10 to 15 lb. extinguishers (refers to chemical weight).,,https://teslafiresystems.com/wp-content/uploads/2025/02/universal-fire-extinguisher-bracket-wall-hook-10-15lb.jpg,https://teslafiresystems.com/product/fire-extinguisher-bracket-wall-mount-hanger-universal-for-10-to-15-lb-extinguisher-with-screws-and-washers/,,,CA,0.5 lb,merge
Keyed Lock for Fire Alarm Panels,bkb-420,29.00 CAD,new,in stock,Online,CA,en,0,Tesla Fire Systems,"The Fire Alarm Panel Key Mount ensures that you'll never lose access to your fire alarm panel. By securely mounting an extra key near the panel, it provides easy and immediate access for superintendents or tenants to open the panel door for quick shut-off in case of an emergency. This convenient solution enhances safety and accessibility.",5036140235236,https://teslafiresystems.com/wp-content/uploads/2025/01/Break-Glass-for-Key.png,https://teslafiresystems.com/product/keyed-lock-for-fire-alarm-panels/,,,CA,0.1 lb,
"1-1/2"" x 100' Single Jacket Fire Hose - Designed to be Clipped on a Swing Rack",15parap-100cb,129.00 CAD,new,in stock,Online,CA,en,0,,"The Paragon Single Jacket Rack and Reel Fire Hose with NPSH couplings (1 1/2"" x 100') is a durable and flexible firefighting hose designed for quick deployment in rack and reel systems. With a single polyester jacket and rubber lining, it offers excellent abrasion resistance and reliability in high-demand environments. Ideal for commercial, industrial, and residential fire protection, this hose exceeds all NFPA standards to ensure top performance when needed.",,https://teslafiresystems.com/wp-content/uploads/2025/01/37.-1-12-x-100-Hose.jpg,https://teslafiresystems.com/product/1-1-2-x-100-fire-hose-designed-to-be-clipped-on-a-swing-rack/,,,CA,15 lb,merge
ANSUL CLEANGUARD+ 13 lb Clean Agent Fire Extinguisher – 10-B:C – Model CA13VB,19005,1230.00 CAD,new,in stock,Online,CA,en,3,,"The 13 lb CLEANGUARD+ is where you move into serious commercial coverage.

This unit delivers longer discharge time and stronger suppression capability, making it ideal for:

   Electrical rooms
   Manufacturing control panels
   Data centers
   Laboratories
   Telecom infrastructure
   Model: CA13VB
   Agent Capacity: 13 lb
   UL/ULC Rating: 10-B:C
   Clean Agent: FK-5-1-12
   Residue-Free Operation
   Safe for Electronics
   Discharge Time: ~13–15 sec
   Range: ~12–15 ft
   Rechargeable Design
   Heavy-Duty Steel Cylinder
   Warranty: 6-Year Limited


Unlike dry chemical extinguishers, this unit:

   Does NOT damage electronics
   Does NOT require cleanup
   Does NOT contaminate sensitive areas",,https://teslafiresystems.com/wp-content/uploads/2026/04/ansulb_.png,https://teslafiresystems.com/product/ansul-cleanguard-13-lb-clean-agent-fire-extinguisher-10-bc-model-ca13vb/,,,CA,13 lb,merge
System Sensor D4120 4-Wire Photoelectric Duct Smoke Detector,d4120-1058,245.00 CAD,new,in stock,Online,CA,en,0,System Sensor,"The System Sensor D4120 is a 4-wire duct smoke detector designed to monitor air ducts in HVAC systems for early smoke detection. Ideal for commercial, industrial, and institutional buildings requiring reliable, code-compliant air duct smoke detection.",636836973722,https://teslafiresystems.com/wp-content/uploads/2025/02/Duct-Detector-1.jpg,https://teslafiresystems.com/product/system-sensor-d4120-innovairflex-4-wire-photoelectric-duct-smoke-detector/,,,CA,3.5 lb,
5lb Fire Extinguisher - Amerex B500X ABC Multi-Purpose (2-Pack),b500x2,141.00 CAD,new,in stock,Online,CA,en,5,Amerex,"All Fire extinguishers come with a 6 Year Manufacturer's Warranty.
   Certification Tag is available and is an extra fee.

Stay prepared with the Amerex B500 5lb ABC Dry Chemical Fire Extinguisher, designed to tackle Class A (ordinary combustibles), Class B (flammable liquids), and Class C (electrical equipment) fires.",850026795516,https://teslafiresystems.com/wp-content/uploads/2025/02/Amerex-B500-5lb-ABC-Dry-Chemical-Class-A-B-C-Fire-Extinguisher-2-Pack.jpg,https://teslafiresystems.com/product/amerex-b500-5lb-abc-dry-chemical-class-a-b-c-fire-extinguisher-2-pack/,,,CA,18.5 lb,merge
Strike First SF310 I Versatile 5lb ABC I UL/ULC & USCG Approved,sf310,51.25 CAD,new,in stock,Online,CA,en,0,Strike First,"All Fire extinguishers sold by Tesla Fire Systems, can be fully certified by our technicians.
   Made in Canada with Canadian Materials.
   USCG Approved: U.S Coast Guard approved when installed with approved mounting bracket.
   Versatile & Ideal for all environments.
   Manufactured & tested to exceed ANSI/UL 299, 711 & CAN/ULC-S504, S508. Complies to NFPA 10 standard.",,https://teslafiresystems.com/wp-content/uploads/2025/01/27.-Easy-to-Use-Strike-First-ABC310-Home-Business-Multi-Purpose-5lb-Fire-Extinguisher-wFree-Wall-Mount.jpg,https://teslafiresystems.com/product/strike-first-versatile-5lbs-ul-ulc-uscg-approved/,5,1,CA,9 lb,
Fire Blanket and Bag,bfb-430,136.89 CAD,new,in stock,Online,CA,en,0,Tesla Fire Systems,"The 62x80 Wool Fireproof Blanket is an essential safety item for commercial cooking areas. Made from high-quality wool, it offers reliable fire protection and is designed to quickly smother small fires.",,https://teslafiresystems.com/wp-content/uploads/2025/01/Fire-Blanket-Bag.png,https://teslafiresystems.com/product/fire-blanket-and-bag/,,,CA,4 lb,
9 Litre (2.5g) Class AC Deionized Water Mist Extinguisher - Amerex C272,c272,450.00 CAD,new,in stock,Online,CA,en,4,Amerex,"Key Features:

   All Fire extinguishers come with a 6 Year Manufacturer's Warranty.
   Certification Tag is available and is an extra fee.
   Tested by an independent agency for use in MRI facilities to 11.7 Tesla (including wall hanger bracket).
   Ships Uncharged - Additional $85.00 to be charged with Amerex 671 Deionized Water.
   Ideal for: hospital environments, telecommunication facilities, and “clean room” manufacturing facilities.
   Multi-Purpose Protection: Effective on Class A (wood, paper, cloth) & Class C (Electrical Equipment).
   Powerful Performance: UL/ULC Rating of 2A:C for superior fire suppression.
   Capacity & Range: 9 Liters (2.5g) capacity, 10-12 ft range, 80-second discharge time.
   Certified & Compliant: Manufactured & tested to exceed CAN/ULC-S554 – UL 8 & CAN/ULC-S508 – UL 711. Complies to NFPA 10 standard. Tested for use in 11.7 Tesla MRI Facilities.
   Includes: Non-Metallic Wall Hook.",850026795363,https://teslafiresystems.com/wp-content/uploads/2025/12/c272__03426.jpg,https://teslafiresystems.com/product/amerex-c272-9l-2-5g-deionized-water-mist/,,,CA,10 lb,merge
"Happy Tree (6 Pack) 1/2"" IPS Fire Sprinkler Head Guard Cover Red for Pendent & Upright & Horizontal Sidewall Head - Double Hook Fire Sprinkler Head ",tfs1100,43.99 CAD,new,in stock,Online,CA,en,0,Tesla Fire Systems,Protect your fire sprinkler heads with the Happy Tree Fire Sprinkler Head Guard Cover.,,https://teslafiresystems.com/wp-content/uploads/2025/02/Happy-Tree-6-Pack-12-IPS-Fire-Sprinkler-Head-Guard-Cover-%E2%80%93-Red.jpg,https://teslafiresystems.com/product/happy-tree-6-pack-1-2-ips-fire-sprinkler-head-guard-cover-red-for-pendent-upright-horizontal-sidewall-head-double-hook-fire-sprinkler-head-cover-cage/,,,CA,1 lb,merge
2.5lb Fire Extinguisher - Amerex B417TX ABC Multi Purpose w/ Vehicle Bracket,b417tx,70.65 CAD,new,in stock,Online,CA,en,0,Amerex,"ABC or Multi-Purpose extinguishers are an essential safety tool, utilizing a specially treated, siliconized mono ammonium phosphate dry chemical. This versatile extinguisher is designed to tackle Class A, B, and C fires. It provides chemical insulation for Class A fires by melting at approximately 350°F, forming a protective coating on surfaces. For Class B fires, it smothers and disrupts the chemical chain reaction, while its non-conductive properties ensure safe use around electrical equipment.

Key features include:

   All Fire extinguishers come with a 6 Year Manufacturer's Warranty.
   Certification Tag is available and is an extra fee.
   CAN/ULC Rating: 1A 10BC
   Durable Construction: Dependable steel cylinder with all-metal valve construction
   Convenient Design: Includes a vehicle bracket for easy mounting
   Our most popular model—no home should be without one!",850026795240,https://teslafiresystems.com/wp-content/uploads/2025/01/ABC_B417.webp,https://teslafiresystems.com/product/2-5-lb-fire-extinguisher-amerex-b417-abc-multi-purpose/,,,CA,5.5 lb,
Amerex B385TSX - 2.5lb Halotron1 - Class B C Fire Extinguisher,b385tsx,625.00 CAD,new,in stock,Online,CA,en,0,Amerex,"All Fire extinguishers come with a 6 Year Manufacturer's Warranty.
   Certification Tag is available and is an extra fee.
   Clean Agent Technology: Discharges as a rapidly evaporating liquid, leaving no residue.
   Non-Conductive & Non-Corrosive: Safe for electrical equipment and sensitive areas.
   Versatile Applications: Ideal for data centers, labs, offices, telecom, military electronics, vehicles, and more.
   Effective on Class B & C Fires: Suitable for flammable liquids/gases and live electrical equipment.",850026795400,https://teslafiresystems.com/wp-content/uploads/2025/02/Tesla-Fire-Systems-Products-2.jpg,https://teslafiresystems.com/product/amerex-b385ts-2-5lb-halotron-i-class-b-c-fire-extinguisher/,,,CA,5.5 lb,
"Amerex A384T, 1.4lb Halotron I Class B C Fire Extinguisher",a384t,428.00 CAD,new,in stock,Online,CA,en,0,Amerex,"All Fire extinguishers come with a 6 Year Manufacturer's Warranty.
   Certification Tag is available and is an extra fee.
   Clean Agent Technology: Rapidly evaporates without leaving any residue.
   Non-Conductive & Non-Corrosive: Safe for electrical equipment and sensitive environments.
   Versatile Applications: Ideal for data centers, labs, offices, telecom, clean rooms, military electronics, vehicles (including boats and aircraft), and more.
   Effective on Class B & C Fires: Designed for flammable liquids/gases and live electrical equipment.",850026795394,https://teslafiresystems.com/wp-content/uploads/2025/02/Amerex-A384T-1.4lb-Halotron-I-Class-B-C-Fire-Extinguisher.jpg,https://teslafiresystems.com/product/amerex-a384t-1-4lb-halotron-i-class-b-c-fire-extinguisher/,5,1,CA,3.5 lb,
"Safe Signal WFD25N 2.5"" Waterflow Detector",wfd25n,250.00 CAD,new,in stock,Online,CA,en,1,,"The Safe Signal WFD25N 2.5"" Waterflow Detector provides reliable flow monitoring for fire sprinkler systems.",,https://teslafiresystems.com/wp-content/uploads/2025/02/System-Sensor-Honeywell-WFD25N-2.5-Waterflow-Detector.jpg,https://teslafiresystems.com/product/system-sensor-honeywell-wfd25n-2-5-waterflow-detector/,,,CA,3 lb,merge
Amerex B500X - 5lb ABC Multi-Purpose Fire Extinguisher - 4 Pack,b500x4,297.00 CAD,new,in stock,Online,CA,en,19,Amerex,"All Fire extinguishers come with a 6 Year Manufacturer’s Warranty.
   Certification Tag is available and is an extra fee.
   CAN/ULC Rating: 3A:10BC – Meets and exceeds Ministry of Labor standards for construction and industrial sites.
   Heavy-Duty Construction – Steel cylinder with rugged all-metal valve ensures durability in demanding environments.
   Wall Bracket Included – For quick, visible access in high-risk areas.
   Multi-Pack Convenience – Bundle of 4 extinguishers, ideal for facilities, or multi-residential needs.",,https://teslafiresystems.com/wp-content/uploads/2025/12/4-Pack-Amerex-5lb.png,https://teslafiresystems.com/product/amerex-b500x-5lb-abc-multi-purpose-fire-extinguisher-4-pack/,,,CA,37 lb,merge
"2.5"" Threaded Brass Plug",plug-b-250cl-pl,52.80 CAD,new,in stock,Online,CA,en,0,,"The Brass Plug is a durable and corrosion-resistant component designed to securely cover pipes or fittings, ensuring protection and maintaining the integrity of your plumbing or fire protection systems.",,https://teslafiresystems.com/wp-content/uploads/2025/01/Brass-Plug.webp,https://teslafiresystems.com/product/brass-cap/,,,CA,1 lb,
"Mircom BL-10B - 24VDC 10"" Fire Alarm Bell",bl-10b-24vdc-1382,75.00 CAD,new,in stock,Online,CA,en,0,,"The Mircom 10-Inch Motorized Steel Bell (BL-10B) is a durable and reliable alarm signaling device, perfect for various fire and security applications.",778346000618,https://teslafiresystems.com/wp-content/uploads/2025/03/Untitled-design-3.jpeg,https://teslafiresystems.com/product/mircom-bl-10b-24vdc-10-fire-alarm-bell/,,,CA,1 lb,
Emergency Fire Blanket | For Fire Suppression & Burn Victim Protection,18877,520.50 CAD,new,in stock,Online,CA,en,2,,"Emergency Fire Blanket for fast Fire Surpression and Burn Protection. Designed to extinguish flames on Surfaces and humans while cooling & preventing burns from spreading.
5 Year Shelf Life",,https://teslafiresystems.com/wp-content/uploads/2026/04/Blankets-Ladders-Fire-Retardant-1-Burn-Blanket.png,https://teslafiresystems.com/product/emergency-fire-blanket-for-fire-suppression-burn-victim-protection/,,,CA,20 lb,merge
